"table_name","col_order","column_name","data_type","is_nullable","column_default","column_comment","example_value"
"industrial_policy","11","province","character varying(100)","YES",,"省 (Original: industrial_policy.sheng, ES: _source.SHENG)","安徽"
"industrial_policy","12","city","character varying(100)","YES",,"市 (Original: industrial_policy.shi, , ES: _source.SHI)","亳州"
"industrial_policy","13","district","character varying(100)","YES",,"区县 (Original: industrial_policy.xian, ES: _source.XIAN)","江宁区"
"industrial_policy","14","region_code","character varying(50)","YES",,"区域编号 (Original: industrial_policy.area_code, ES: _source.AREACODE)","341600"
"industrial_policy","15","collection_time","timestamp without time zone","YES",,"采集时间 (Original: industrial_policy.collection_time, ES: _source.CAIJITIME)","2023-03-17T00:00:00"
"industrial_policy","16","update_time","timestamp without time zone","YES",,"更新时间 (Original: industrial_policy.update_timestamp, ES: _source.UPDATE_TIMESTAMP)","2025-09-01T18:50:31"
"industrial_policy","17","created_at","timestamp without time zone","NO","CURRENT_TIMESTAMP",,"2026-01-16T19:28:50.583011"
"industrial_policy","18","updated_at","timestamp without time zone","NO","CURRENT_TIMESTAMP",,"2026-01-16T19:28:50.583011"
"industrial_policy","19","is_deleted","boolean","NO","false",,"false"
"industrial_policy","20","etl_job_id","character varying(50)","YES",,,"ES_MIGRATE_V1"
"policy_keyword","1","policy_id","character varying(64)","NO",,"政策ID (Original: industrial_policy_keyword.industrial_policy, ES: _source.ID)","c891576b781c4bea96be810a1de07e38"
"policy_keyword","2","keyword","character varying(255)","NO",,"关键词 (Original: industrial_policy_keyword.keyword, ES: _source.KEYWORD)","中小企业发展"
"policy_tag","1","policy_id","character varying(64)","NO",,"政策ID (Original: industrial_policy_tags.industrial_policy, ES: _source.ID)","c891576b781c4bea96be810a1de07e38"
"policy_tag","2","tag_name","character varying(255)","NO",,"标签 (Original: industrial_policy_tags.tag, ES: _source.TAGS)","产品资质"
