"table_name","col_order","column_name","data_type","is_nullable","column_default","column_comment","example_value"
"scholar_org","8","province","character varying(100)","YES",,"机构省 (Original: scholar_org.org_province, ES: _source.ORGPROVINCE)","福建"
"scholar_org","9","city","character varying(100)","YES",,"机构市 (Original: scholar_org.org_city, ES: _source.ORGCITY)","厦门"
"scholar_org","10","district","character varying(100)","YES",,"机构区县 (Original: scholar_org.org_county, ES: _source.ORGCOUNTY)","集美区"
"scholar_subject_classification","1","scholar_id","character varying(64)","NO",,"学者ID (Original: scholar_cid.scholar_id, scholar_zcid.scholar_id, scholar_szcid.scholar_id, scholar_tzcid.scholar_id, scholar_dzcid.scholar_id, scholar_subject_classification.scholar_id)","L26660315"
"scholar_subject_classification","2","subject_code","character varying(100)","NO",,"分类号 (Original: scholar_cid.classification, scholar_zcid.classification, scholar_szcid.classification, scholar_tzcid.classification, scholar_dzcid.classification, scholar_subject_classification.classification, ES: _source.CID, _source.ZCID, _source.SZCID, _source.TZCID, _source.DZCID, _source.CATE)","U41"
"scholar_subject_classification","3","subject_type","character varying(20)","NO",,"分类类型 (Logic: ETL过程硬编码)","ZCID"
"scholar_tag","1","scholar_id","character varying(64)","NO",,"学者ID (Original: scholar_tag.scholar_id, scholar_tag_large.scholar_id, scholar_feature.scholar_id)","L23466975"
"scholar_tag","2","tag_name","character varying(255)","NO",,"标签内容 (Original: scholar_tag.tag, scholar_tag_large.tag, scholar_feature.feature, ES: _source.TAGS, _source.TAGLARG, _source.CHARACTER)","中图_操作系统"
"scholar_tag","3","tag_type","character varying(20)","NO",,"标签类型 (Logic: ETL过程区分)","TAGLARG"
"scholar_tutor_type","1","scholar_id","character varying(64)","NO",,"学者ID (Original: scholar_tutor.scholar_id)","L12096066"
"scholar_tutor_type","2","tutor_type","character varying(255)","NO",,"导师类型 (Original: scholar_tutor.tutor, ES: _source.TUTOR)","博士生导师"
