"table_name","col_order","column_name","data_type","is_nullable","column_default","column_comment","example_value"
"standard","23","confirmation_date_raw","character varying(50)","YES",,"确认日期 (Original: standard.confirmation_date, ES: _source.CONDATE)","2011-01-01"
"standard","24","abolition_date_raw","character varying(50)","YES",,"废止日期 (Original: standard.cancel_date, ES: _source.CANDATE)","2013-11-01"
"standard","25","end_date_raw","character varying(50)","YES",,"截止日期 (Original: standard.end_date, ES: _source.ENDDATE)",
"standard","26","year","integer","YES",,"年份 (Original: standard.year, ES: _source.YEAR)","2005"
"standard","27","quarter","integer","YES",,"季度 (Original: standard.quarter, ES: _source.QUARTER)","3"
"standard","28","year_month","character varying(20)","YES",,"年月 (Original: standard.year_month, ES: _source.NIANYUE)","200507"
"standard","29","replaced_standard_raw","text","YES",,"代替标准 (Original: standard.repver, ES: _source.REPVER)","['NF C47-739-2013']"
"standard","30","substitution_standard_raw","text","YES",,"替代标准 (Original: standard.insver, ES: _source.INSVER)","ISO/FDIS 17707-2003"
"standard","31","country","character varying(100)","YES",,"国家 (Original: standard.country, ES: _source.CC)","国际"
"standard","32","language","character varying(50)","YES",,"语言 (Original: standard.language, ES: _source.LAN)","英语"
"standard","33","page_count_raw","character varying(100)","YES",,"页数/开本 (Original: standard.pn, ES: _source.PN)","8P;A4"
"standard","34","search_weight","integer","YES",,"权重 (Original: standard.weight, ES: _source.WEIGHT)","0"
"standard","35","request_no","character varying(100)","YES",,"索取号 (Original: standard.req, ES: _source.REQ)","HB 7026.1-1994"
"standard","36","add_info","character varying(255)","YES",,"ADD信息 (Original: standard.add, ES: _source.ADD)","AMD 15517 is a Corrigendum.;AMD 15517 published January 2005 effective January 2005 Free of charge incorporated"
"standard","37","create_time","timestamp without time zone","NO","CURRENT_TIMESTAMP",,"2026-01-09T23:18:48.321076"
"standard","38","update_time","timestamp without time zone","NO","CURRENT_TIMESTAMP",,"2026-01-09T23:18:48.321076"
"standard","39","is_deleted","boolean","NO","false",,"false"
"standard","40","etl_job_id","character varying(50)","YES",,,"JOB_STD_20260109_231847"
"standard_adoption","1","standard_id","character varying(64)","NO",,"标准ID (Original: standard_adoption_of_standards.standard_id)","BZ000000A27016"
"standard_adoption","2","adopted_standard","character varying(500)","NO",,"采用标准 (Original: standard_adoption_of_standards.standard, ES: _source.USE)","DIN EN 2310-1991,IDT"
"standard_alias_title","1","standard_id","character varying(64)","NO",,"标准ID (Original: standard_title.standard_id)","BZSPSP201603070000043003"
"standard_alias_title","2","alias_title","character varying(1000)","NO",,"标题内容 (Original: standard_title.title, ES: _source.TITLE)","Rubber compounding ingredients. Determination of multipoint nitrogen surface area (NSA) and statistical thickness surface area (STSA)"
"standard_applicable_region","1","standard_id","character varying(64)","NO",,"标准ID (Original: standard_area_code.standard_id)","BZCCN000000037269"
"standard_applicable_region","2","region_code","character varying(50)","NO",,"行政区划代码 (Original: standard_area_code.area_code, ES: _source.AREACODE)","360121"
"standard_drafter","1","standard_id","character varying(64)","NO",,"标准ID (Original: standard_author.standard_id)","BZSPSP000001295263"
"standard_drafter","2","sequence","integer","NO",,"排序 (Logic: ETL生成，用于对齐Name和ID)","1"
"standard_drafter","3","drafter_name","character varying(255)","NO",,"起草人姓名 (Original: standard_author.author, ES: _source.AU)","彭立行"
"standard_drafter","4","drafter_id","character varying(100)","YES",,"起草人ID (Original: standard_author_id.author_id, ES: _source.AUIDS)","L28770140"
"standard_drafting_org","1","standard_id","character varying(64)","NO",,"标准ID (Original: standard_org_info.standard_id)","QGBZ202110190000524593"
"standard_drafting_org","2","sequence","integer","NO",,"排序 (Original: standard_org_info.seq, ES: _source.ORGINFO.CX)","3"
"standard_drafting_org","3","org_name","character varying(255)","YES",,"机构名称 (Original: standard_org_info.org_name, ES: _source.ORGINFO.ORG)","宝清县检验检测中心"
"standard_drafting_org","4","org_id","character varying(100)","YES",,"机构ID (Original: standard_org_info.org_id, ES: _source.ORGINFO.ORGID)","ZA439036"
"standard_drafting_org","5","org_type","character varying(100)","YES",,"机构类型 (Original: standard_org_info.org_type, ES: _source.ORGINFO.ORGTYPE)","QT"
"standard_drafting_org","6","relation_type","character varying(255)","YES",,"机构关系 (Original: standard_org_info.org_relation, ES: _source.ORGINFO.RELATION)","ZA439036"
"standard_drafting_org","7","region_code","character varying(50)","YES",,"行政区划代码 (Original: standard_org_info.area_code, ES: _source.ORGINFO.AREACODE)","230523"
"standard_drafting_org","8","province","character varying(100)","YES",,"省 (Original: standard_org_info.province, ES: _source.ORGINFO.PROVINCE)","黑龙江"
"standard_drafting_org","9","city","character varying(100)","YES",,"市 (Original: standard_org_info.city, ES: _source.ORGINFO.CITY)","双鸭山"
"standard_drafting_org","10","county","character varying(100)","YES",,"县 (Original: standard_org_info.county, ES: _source.ORGINFO.COUNTY)","宝清"
"standard_keyword","1","standard_id","character varying(64)","NO",,"标准ID (Original: standard_keyword.standard_id)","bjwf201511040000295796"
"standard_keyword","2","keyword","character varying(255)","NO",,"关键词 (Original: standard_keyword.keyword 等, ES: _source.KEYWORD/_source.CKEY...)","Scheuerprufgerat"
"standard_keyword","3","language_tag","character varying(20)","NO",,"语言标识 (Logic: ETL来源区分)","ORIGINAL"
"standard_reference","1","standard_id","character varying(64)","NO",,"标准ID (Original: standard_reference_standard.standard_id)","bjwf201511040000172230"
"standard_reference","2","referenced_standard","character varying(500)","NO",,"被引标准 (Original: standard_reference_standard.standard, ES: _source.REF)","EN 12226"
